tokens,BIO
"['Оправдание', 'обвиненной', 'в', 'богохульстве', 'женщины', 'вызвало', 'многотысячные', 'протесты', 'в', 'Пакистане', 'Оправдательный', 'приговор', 'Верховного', 'суда', 'Пакистана', ',', 'вынесенный', 'Азии', 'Биби', ',', 'обвинявшейся', 'в', 'богохульстве', 'и', 'приговоренной', 'к', 'смертной', 'казни', ',', 'вызвал', 'массовые', 'протесты', 'в', 'Пакистане', ',', 'сообщает', 'Сообщается', ',', 'что', 'тысячи', 'протестующих', 'вышли', 'на', 'улицы', 'и', 'начали', 'поджигать', 'рикши', ',', 'автомобили', 'и', 'грузовики', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Накануне', 'пост', 'министра', 'по', 'вопросам', 'Brexit', 'покинул', 'Дэвид', 'Дэвис', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O']"
"['В', '2011', 'году', 'после', 'выступления', 'в', 'защиту', 'осужденной', 'христианки', 'и', 'призыва', 'отменить', 'закон', 'о', 'богохульстве', 'был', 'убит', 'губернатор', 'Пенджаба', 'Салман', 'Тасир', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'B-PER', 'I-PER', 'O']"
"['После', 'подписания', 'закона', 'королевой', 'начался', 'политический', 'кризис', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['По', 'достоверной', 'располагаемой', 'информации', 'издания', ',', 'господин', 'Болтон', 'проинформировал', 'о', 'намерении', 'президента', 'США', 'Дональда', 'Трампа', 'ускорить', 'заключение', 'нового', 'торгового', 'соглашения', 'с', 'Великобританией', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'B-LOC', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O']"
"['7', 'июля', 'газета', 'The', 'Times', 'писала', ',', 'что', 'глава', 'правительство', 'пообещала', 'отправить', 'в', 'отставку', 'Джонсона', 'и', 'других', 'министров', ',', 'если', 'они', 'откажутся', 'принять', 'ее', 'план', 'по', 'выходу', 'из', 'Евросоюза', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O']"
"['Советник', 'Трампа', 'тайно', 'встретился', 'с', 'английскими', 'евроскептиками', 'Джон', 'Болтон', ',', 'советник', 'президента', 'США', 'Дональда', 'Трампа', 'по', 'государственной', 'безопасности', ',', 'встретился', 'с', 'представителями', 'Европейской', 'исследовательской', 'группы', 'евроскептиков', ',', 'информирует', 'газета', 'The', 'Telegraph', '.']","['O', 'B-PER', 'O', 'O', 'O', 'B-LOC', 'O', 'B-PER', 'B-PER', 'O', 'O', 'O', 'B-LOC', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Сама', 'она', 'утверждала', ',', 'что', 'невиновна', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Его', 'замена', 'будет', 'объявлена', 'в', 'ближайшее', 'время', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Захарова', 'увидела', 'в', 'отставке', 'Джонсона', 'контуры', 'кризиса', 'правительства', 'Официальный', 'представитель', 'МИД', 'РФ', 'Мария', 'Захарова', 'увидела', 'в', 'отставке', 'министра', 'иностранных', 'дел', 'Великобритании', 'Бориса', 'Джонсона', 'контуры', 'правительственного', 'кризиса', '.']","['B-PER', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'B-PER', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O']"
"['Он', 'также', 'дал', 'понять', ',', 'что', 'запланированные', 'на', 'следующей', 'неделе', 'переговоры', 'представителей', 'Лондона', 'и', 'Брюсселя', 'по', 'Brexit', 'состоятся', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'B-LOC', 'O', 'O', 'O', 'O']"
"['По', 'ее', 'словам', ',', 'это', 'свидетельствует', 'о', 'все', 'отчетливее', 'проступающем', '""', 'контуре', 'правительственного', 'кризиса', '""', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['сторонников', 'исламистов', 'блокировали', 'ключевую', 'дорогу', 'между', 'Исламабадом', 'и', 'Равалпинди', ',', 'вызвав', 'автомобильные', 'пробки', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O']"
"['Согласно', 'данным', 'пакистанского', 'издания', '«', 'Dawn', '»', ',', 'правительство', 'заключило', 'соглашение', 'с', 'исламистской', 'политической', 'партией', '«', 'Техрик-и-Лаббаик', 'Пакистан', '»', '(', 'TLP', ')', ',', 'которая', 'координировала', 'протесты', 'против', 'освобождения', 'АсииБиби', '.']","['O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O']"
"['После', 'восьми', 'лет', 'пребывания', 'в', 'тюрьме', 'в', 'ожидании', 'смертной', 'казни', 'в', 'минувшую', 'среду', 'Асия', 'Биби', 'была', 'оправдана', 'Верховным', 'судом', 'страны', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O']"
"['Муж', 'Биби', 'признался', ',', 'что', 'опасается', 'за', 'безопасность', 'супруги', ',', 'и', 'попросил', 'для', 'семьи', 'убежища', 'в', 'США', ',', 'Великобритании', 'или', 'Канаде', '.']","['O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'B-LOC', 'O', 'B-LOC', 'O']"
"['После', 'этого', 'в', 'знак', 'несогласия', 'с', 'этим', 'планом', 'подали', 'в', 'отставку', 'Б', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER']"
"['Британский', 'премьер', 'уверена', ',', 'что', 'этот', 'план', 'отвечает', 'интересам', 'в', 'том', 'числе', 'и', 'жителей', 'Северной', 'Ирландии', ',', 'которые', 'торгуют', 'с', 'остающейся', 'в', 'составе', 'ЕС', 'Ирландской', 'Республикой', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'B-LOC', 'I-LOC', 'O']"
"['Об', 'этом', 'сообщает', '4', 'ноября', 'BBC', 'News', '.']","['O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O']"
"['В', 'прошлом', 'году', 'в', 'Пакистане', 'был', 'впервые', 'вынесен', 'смертный', 'приговор', 'за', 'богохульство', 'в', 'социальных', 'сетях', '.']","['O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['6', 'июля', 'британский', 'кабинет', 'министров', 'согласовал', 'коллективную', 'позицию', 'по', 'будущим', 'переговорам', 'с', 'Евросоюзом', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O']"
"['Адвокат', 'женщины', 'сообщил', ',', 'что', 'скоро', 'она', 'покинет', 'страну', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Дэвид', 'Дэвис', 'сообщил', 'о', 'своем', 'уходе', 'накануне', ',', '8', 'июля', '.']","['B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Если', 'он', 'последует', 'примеру', 'Дэвиса', ',', 'кабинет', 'Мэй', 'развалится', '.']","['O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'B-PER', 'O', 'O']"
"['Дело', 'Азии', 'Биби', 'вызывает', 'общественный', 'резонанс', 'в', 'Пакистане', '.']","['O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'B-LOC', 'O']"
"['Меллон', 'тоже', 'пожертвовал', 'кампании', 'Leave', '.']","['B-PER', 'O', 'O', 'O', 'B-ORG', 'I-ORG']"
"['Осужденная', 'отрицала', 'свою', 'вину', '.']","['O', 'O', 'O', 'O', 'O']"
"['При', 'любом', 'использовании', 'материалов', 'НТВ', 'ссылка', '(', 'для', 'сайтов', '-', 'гиперссылка', 'на', ')', 'обязательна', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Премьер-министр', 'осудил', 'массовые', 'протесты', 'исламистов', '.']","['O', 'O', 'O', 'O', 'O', 'O']"
"['focus', '.']","['O', 'O']"
"['По', 'словам', 'Схинаса', ',', 'в', 'настоящее', 'время', 'в', 'ЕС', 'нет', 'необходимости', 'пересмотреть', 'рамки', 'или', 'формат', 'переговоров', 'по', 'Brexit', '.']","['O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Об', 'отставке', 'Джонсона', 'говорится', 'в', 'заявлении', 'с', 'Даунинг-стрит', '.']","['O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'B-LOC', 'O']"
"['В', 'Исламабаде', 'полиция', 'оцепила', 'центральную', 'часть', 'города', ',', 'где', 'находится', 'Верховный', 'суд', ',', 'а', 'для', 'сдерживания', 'протестующих', 'власти', 'вывели', 'на', 'улицы', 'армейские', 'подразделения', '.']","['O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Политика', '""', 'общих', 'правил', '""', 'отдает', 'ЕС', 'контроль', 'над', 'значительной', 'частью', 'нашей', 'экономики', 'и', 'определенно', 'не', 'возвращает', 'реальный', 'контроль', 'над', 'нашими', 'законами', '...', 'Конечно', ',', 'это', 'сложная', 'область', 'суждений', ',', 'и', 'возможно', ',', 'вы', 'правы', ',', 'а', 'я', 'нет', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Решение', 'Верховного', 'суда', 'страны', 'отменить', 'смертный', 'приговор', ',', 'вынесенный', 'христианке', '""', 'за', 'богохульство', '""', ',', 'привело', 'к', 'массовым', 'протестам', 'исламистов', '.']","['O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Преследование', 'Асии', 'Биби', 'сплотило', 'христианский', 'мир', '.']","['O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O']"
"['Лидеры', 'радикальных', 'движений', 'исламистов', 'увидели', 'в', 'этом', 'деле', 'возможность', 'заявить', 'о', 'себе', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Среди', 'прочих', 'кандидатов', 'назывались', 'Майкл', 'Гоув', ',', 'который', 'является', 'министром', 'охраны', 'окружающей', 'стреды', ',', 'продовольствия', 'и', 'сельскохозяйственного', 'развития', ',', 'Борис', 'Джонсон', ',', 'глава', 'МИД', 'Великобритании', ',', 'а', 'также', 'Дэвид', 'Ледингтон', ',', 'глава', 'секретариата', 'кабинета', 'министров', '.']","['O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'B-ORG', 'B-LOC', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Верховный', 'суд', 'заявил', ',', 'что', 'обвинение', 'не', 'смогло', 'предоставить', 'ни', 'малейших', 'доказательств', 'вины', ',', 'а', 'само', 'дело', 'основано', 'на', 'неубедительных', 'свидетельствах', 'и', 'нарушениях', 'процедурных', 'норм', '.']","['B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Глава', 'МИД', 'Британии', 'ушел', 'в', 'отставку', '26', 'июня', 'королева', 'Великобритании', 'Елизавета', 'II', 'поставила', 'свою', 'подпись', 'на', 'принятом', 'британским', 'парламентом', 'билли', 'о', 'Brexit', '-', 'EU', '(', 'Withdrawal', ')', 'Bill', '2018', '.']","['O', 'B-ORG', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Д', '.']","['B-PER', 'I-PER']"
"['Между', 'тем', ',', 'степень', 'удовольствия', 'Елизаветы', 'II', ',', 'скорее', 'всего', ',', 'несколько', 'преувеличена', ',', 'так', 'как', 'уход', 'Дэвиса', 'в', 'отставку', 'сообщает', 'о', 'глубочайшем', 'расколе', 'в', 'руководстве', 'страны', 'по', 'поводу', 'хода', 'переговоров', 'с', 'ЕС', '.']","['O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O']"
"['Они', 'также', 'призвали', 'лишить', 'судей', 'жизни', ',', 'если', 'они', 'не', 'выполнят', 'условия', 'радикалов', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Два', 'министра', 'покинули', 'правительство', 'Великобритании', 'в', 'знак', 'несогласия', 'с', 'принятым', 'на', 'прошлой', 'неделе', '""', 'мягким', '""', 'планом', 'выхода', 'из', 'Европейского', 'союза', ',', 'предложенным', 'премьер-министром', 'Терезой', 'Мэй', '.']","['O', 'O', 'O', 'B-ORG', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'B-PER', 'B-PER', 'O']"
"['После', 'ее', 'утверждения', 'в', 'кабмине', 'свои', 'посты', 'покинули', 'министр', 'иностранных', 'дел', 'Борис', 'Джонсон', 'и', 'министр', 'по', 'вопросам', 'брексита', 'Дэвид', 'Дэвис', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O']"
"['То', 'же', 'самое', 'я', 'могу', 'сказать', 'про', 'Джонсона', '»', ',', '—', 'заявил', 'господин', 'Туск', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O']"
"['RU', '-', 'Христианка', 'Асия', 'Биби', ',', 'смертный', 'приговор', 'которой', 'был', 'ранее', 'отменен', 'Верховным', 'судом', 'Пакистана', ',', 'может', 'покинуть', 'страну', ',', 'передает', 'в', 'четверг', 'американский', 'телеканал', 'ABC', '.']","['I-ORG', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O']"
"['""', 'Мы', 'сумели', 'низвести', 'великий', 'британский', 'брексит', 'до', 'двух', 'ужасающих', 'вариантов', '-', 'или', 'мы', 'раскалываем', 'наш', 'союз', ',', 'или', 'вся', 'страна', 'навсегда', 'обязана', 'выполнять', 'европейские', 'законы', '""', ',', '-', 'с', 'присущим', 'ему', 'пафосом', 'восклицает', 'Джонсон', ',', 'обращаясь', 'к', 'однопартийцам', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O']"
"['""', 'Мы', 'приветствуем', ',', 'что', 'в', 'британском', 'правительстве', 'произошли', 'глубокие', 'дискуссии', 'о', 'будущем', 'процесса', 'Brexit', ',', 'и', 'мы', 'конечно', 'проанализируем', 'новые', 'предложения', ',', 'как', 'только', 'они', 'будут', 'официально', 'опубликованы', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['В', 'середине', 'октября', 'из', 'Великобритании', 'вместе', 'с', 'детьми', 'вернулся', 'муж', 'Биби', ',', 'который', 'ожидает', 'ее', 'освобождения', '.']","['O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Некоторые', 'сторонники', 'Brexit', 'поддерживают', 'ее', ',', 'полагая', ',', 'что', 'чем', 'дальше', 'она', 'будет', 'соглашаться', 'на', 'требования', 'ЕС', ',', 'тем', 'проще', 'будет', 'ее', 'отстранить', 'в', 'будущем', ',', 'сказал', 'РБК', 'эксперт', 'лондонского', 'института', 'Chatham', 'House', 'Джеймс', 'Шерр', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'B-PER', 'I-PER', 'O']"
"['после', 'призывов', 'изменить', 'закон', 'о', '«', 'богохульстве', '»', 'и', 'высказываний', 'о', 'фактах', 'недобросовестного', 'ведения', 'судебного', 'процесса', 'против', 'Биби', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O']"
"['Азия', 'Биби', ',', 'мать', 'пятерых', 'детей', ',', 'неоднократно', 'отвергала', 'обвинения', 'в', 'свой', 'адрес', '.']","['B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Также', 'сообщается', ',', 'что', 'пакистанские', 'власти', 'запретили', 'женщине', 'покидать', 'страну', ',', 'чтобы', 'положить', 'конец', 'массовым', 'протестам', 'из-за', 'ее', 'освобождения', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['И', 'поэтому', 'не', 'считаю', 'возможным', 'оставаться', 'на', 'своем', 'посту', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['09.07.2018', '18', ':', '30', ':', 'Курс', 'фунта', 'стерлингов', 'перешел', 'к', 'снижению', 'на', 'фоне', 'сообщений', 'об', 'отставке', 'Бориса', 'Джонсона', 'Курс', 'фунта', 'стерлингов', 'перешел', 'к', 'снижению', 'на', 'фоне', 'сообщений', 'об', 'отставке', 'министра', 'иностранных', 'дел', 'Великобритании', 'Бориса', 'Джонсона', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'B-PER', 'I-PER', 'O']"
"['Напомним', ',', 'правительственный', 'кризис', 'в', 'начале', 'июля', 'с', 'трудом', 'преодолела', 'канцлер', 'Германии', 'Ангела', 'Меркель', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'B-PER', 'I-PER', 'O']"
"['На', 'должность', 'министра', 'по', 'вопросам', 'выхода', 'Великобритании', 'из', 'Евросоюза', 'назначен', 'Доминик', 'Рааб', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'B-ORG', 'O', 'B-PER', 'I-PER', 'O']"
"['Название', ':', 'NTV', '.']","['O', 'O', 'O', 'O']"
"['Ее', 'судьба', 'сейчас', 'находится', 'в', 'руках', 'министра', 'иностранных', 'дел', 'Бориса', 'Джонсона', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O']"
"['Между', 'тем', 'исламистское', 'движение', '""', 'Техрик-э', 'Лаббейк', '""', 'пригрозило', 'вывести', 'людей', 'на', 'улицы', ',', 'если', 'христианка-богохульница', 'будет', 'освобождена', ',', 'передает', 'CNN', '.']","['O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O']"
"['""', 'Помните', ',', 'мы', 'говорили', 'о', 'том', ',', 'что', 'вся', 'эта', 'грязная', 'многокомпонентная', 'интрига', 'плачевно', 'закончится', 'для', 'правительства', 'Терезы', 'Мэй', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'B-PER', 'O']"
"['Три', 'судьи', 'в', 'Лахоре', 'высказались', 'за', 'полное', 'рассмотрение', 'всех', 'документов', ',', 'относящихся', 'к', 'делу', '.']","['O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['В', 'тексте', 'также', 'включен', 'протокол', 'по', 'статусу', 'границы', 'между', 'Ирландией', 'и', 'Северной', 'Ирландией', ',', 'которая', 'должна', 'быть', 'открытой', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Но', 'этот', 'вопрос', 'не', 'поднимался', ',', 'не', 'было', 'соответствующего', 'запроса', '""', ',', '-', 'сказал', 'он', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Через', 'какое-то', 'время', 'у', 'полицейского', 'участка', ',', 'где', 'скрывалась', 'Биби', ',', 'собралась', 'толпа', 'мусульман', ',', 'включая', 'представителей', 'духовенства', ',', 'которые', 'требовали', 'выдать', 'им', 'на', 'расправу', 'Асию', ',', 'поскольку', 'она', 'якобы', 'плохо', 'отзывалась', 'о', 'пророке', 'Мухаммеде', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O']"
"['Заключение', 'нового', 'таможенного', 'соглашения', ',', 'которое', 'позволит', 'отказаться', 'от', 'контроля', 'между', 'Великобританией', 'и', 'ЕС', ',', 'будто', 'у', 'них', '""', 'объединенная', 'таможенная', 'территория', '""', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Протестующие', 'бьют', 'палками', 'и', 'кидают', 'обувь', 'в', 'расклеенные', 'на', 'улицах', 'портреты', 'премьер-министра', 'Имрана', 'Хана', ',', 'который', 'ранее', 'пообещал', 'жесткую', 'реакцию', 'властей', ',', 'если', 'протестующие', 'не', 'разойдутся', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['По', 'мнению', 'женщины', ',', 'она', 'подверглась', 'преследованиям', 'из-за', 'веры', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['""', 'Сегодня', 'днем', 'премьер-министр', 'приняла', 'отставку', 'Бориса', 'Джонсона', 'как', 'министра', 'иностранных', 'дел', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O']"
"['Ранее', 'сегодня', 'офис', 'премьер-министра', 'Соединенного', 'Королевства', 'Терезы', 'Мэй', 'объявил', 'о', 'том', ',', 'что', 'глава', 'внешнеполитического', 'ведомства', 'страны', 'Борис', 'Донсон', 'покинул', 'свой', 'пост', 'в', 'знак', 'протеста', 'против', 'смягчения', 'условий', 'Brexit', '.']","['O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'B-PER', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Мэй', 'прокомментировала', 'отставку', 'главы', 'МИД', 'Великобритании', 'Мэй', 'прокомментировала', 'отставку', 'главы', 'МИД', 'Великобритании', '.']","['B-PER', 'O', 'O', 'O', 'B-ORG', 'B-LOC', 'B-PER', 'O', 'O', 'O', 'B-ORG', 'B-LOC', 'O']"
"['Два', 'человека', ',', 'которые', 'пытались', 'помочь', 'ей', ',', 'были', 'убиты', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Ранее', 'в', 'отставку', 'подал', '.']","['O', 'O', 'O', 'O', 'O']"
"['""', ',', '-', 'написал', 'Д', '.']","['O', 'O', 'O', 'O', 'B-PER', 'I-PER']"
