tokens,BIO
"['Текст', 'соответствующего', 'президентского', 'указа', 'передала', 'пресс-служба', 'Кремля', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Не', 'так', 'ли', 'и', 'сейчас', '?']","['O', 'O', 'O', 'O', 'O', 'O']"
"['Связано', 'это', 'с', 'тем', ',', 'что', 'над', 'его', 'разрешением', 'каждая', 'в', 'своих', 'интересах', 'работают', 'три', 'силы', ':', 'правительственная', 'правоконсервативная', 'коалиция', 'с', 'ведущей', 'двойкой', 'партий', '-', 'Гражданская', 'демократическая', 'партия', '(', 'ODS', ')', ',', '""', 'Традиция', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'B-ORG', 'I-ORG', 'I-ORG']"
"['Ранее', '28', 'апреля', 'стало', 'известно', 'о', 'другой', 'губернаторской', 'отставке', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Новым', 'главой', 'оборонного', 'ведомства', 'был', 'назначен', 'Сергей', 'Шойгу', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O']"
"['Не', 'осталась', 'без', 'внимания', 'общественности', 'и', 'очередная', 'мера', 'законодателей', 'по', 'борьбе', 'с', 'притоком', 'нелегальных', 'эмигрантов', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Поэт', ',', 'писатель', 'Александр', 'Трифонович', 'Твардовский', 'родился', '21', 'июня', '1910', 'года', '.']","['O', 'O', 'O', 'B-PER', 'I-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Газета', '""', 'Коммерсант', '""', 'пишет', ',', 'что', 'российским', 'кандидатом', 'на', 'пост', 'главы', 'ФСЭГ', 'будет', 'Леонид', 'Бохановский', ',', 'вице-президент', 'компании', '""', 'Стройтрансгаз', '""', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O']"
"['В', 'ответ', 'А', '.']","['O', 'O', 'B-PER', 'I-PER']"
"['ЯНУКОВИЧ', 'освободил', 'Анатолия', 'БЛИЗНЮКА', 'от', 'должности', 'главы', 'Донецкой', 'ОГА', 'и', 'назначил', 'его', 'министром', 'регионального', 'развития', ',', 'строительства', 'и', 'ЖКХ', '.']","['I-PER', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Банк', 'Москвы', 'зарегистрирован', 'в', '1994', 'г', '.']","['B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O']"
"['""', 'Кроме', 'Владимира', 'Печеного', 'подписные', 'листы', 'сдали', 'Сергей', 'Иваницкий', '(', 'КПРФ', ')', ',', 'Сергей', 'Плотников', '(', 'ЛДПР', ')', 'и', 'Эдуард', 'Шуберт', '(', '""', 'Справедливая', 'Россия', '""', ')', '""', ',', '—', 'сообщает', 'администрация', 'региона', '.']","['O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'B-ORG', 'O', 'O', 'B-PER', 'I-PER', 'O', 'B-ORG', 'O', 'O', 'B-PER', 'I-PER', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Образование', 'высшее', '-', 'Всесоюзный', 'заочный', 'финансово-экономический', 'институт', '.']","['O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O']"
"['Кроме', 'того', ',', 'в', 'зону', 'риска', 'у', 'экспертов', 'попала', 'губернатор', 'ХМАО', 'Наталья', 'Комарова', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'B-PER', 'I-PER', 'O']"
"['Володина', 'сейчас', '""', 'мало', 'своих', 'людей', '""', '.']","['I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Первым', 'распоряжением', 'Мичелетти', 'стало', 'введение', 'в', 'стране', 'режима', 'чрезвычайного', 'положения', '.']","['O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['В', 'свободном', 'обращении', '(', 'free', 'float', ')', 'находится', '17,3', '%', 'акций', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['В', 'четверг', 'в', 'республике', 'Алтай', 'ушел', 'в', 'отставку', 'председатель', 'комитета', 'по', 'тарифам', 'Романов', '.']","['O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O']"
"['В', 'политике', 'С', '.']","['O', 'O', 'B-PER', 'I-PER']"
"['Председателем', 'фонда', '""', 'Самрук-Казына', '""', 'он', 'был', 'с', 'апреля', '2011', 'года', '.']","['O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Также', 'подписан', 'указ', 'о', 'досрочном', 'прекращении', 'полномочий', 'главы', 'Республики', 'Мордовия', 'Н', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'B-PER', 'I-PER']"
"['В', 'марте', '2011', 'года', 'он', 'признался', ',', 'что', 'решил', 'сложить', 'свои', 'полномочия', 'еще', 'в', 'ноябре', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['По', 'данным', '""', 'Коммерсанта', '""', ',', 'сейчас', 'Шемелев', 'находится', 'в', 'отпуске', ',', 'сразу', 'после', 'которого', 'будет', 'уволен', 'по', 'собственному', 'желанию', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['В', 'интервью', 'американскому', 'интернет-изданию', 'Politico', 'генерал', 'отреагировал', 'на', 'недавние', 'высказывания', 'Х', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER']"
"['По', 'словам', 'Гейтса', ',', 'пересмотреть', 'прежние', 'планы', 'его', 'заставили', 'новые', 'разведданные', 'об', 'угрозах', ',', 'а', 'также', 'стремление', 'создать', 'более', 'дешевую', ',', 'но', 'современную', 'систему', 'ПРО', '.']","['O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Мы', 'в', 'очень', 'высокой', 'степени', 'готовности', '-', 'все', 'это', 'стартует', 'в', 'ближайшие', 'недели', '""', ',', '-', 'сказал', 'Шаталов', ',', 'добавив', ',', 'что', 'Фонд', 'передаст', 'России', 'также', 'авторизованный', 'перевод', 'стандартов', 'на', 'русский', 'язык', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Мэру', 'Петропавловска-Камчатского', 'погрозили', 'отставкой', 'Руководство', 'камчатской', '""', 'Единой', 'России', '""', 'публично', 'обвинило', 'мэра', 'Петропавловска-Камчатского', 'Владислава', 'Скворцова', 'в', 'плохой', 'работе', '.']","['O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'B-LOC', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O']"
"['По', 'данным', 'СК', ',', 'в', 'отделе', 'МВД', 'России', 'по', 'Чеховскому', 'району', 'для', 'повышения', 'статистических', 'показателей', 'раскрываемости', 'было', 'незаконно', 'поставлено', 'на', 'учет', '79', 'несуществующих', 'преступлений', '.']","['O', 'O', 'B-ORG', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Я', 'понял', ',', 'эту', 'проблему', 'надо', 'решать', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Но', 'в', 'СКП', 'отказались', 'исполнять', 'приказ', 'генпрокурора', ',', 'заявив', ',', 'что', 'право', 'снять', 'А', '.']","['O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER']"
"['Высокопоставленных', 'чиновников', 'и', 'депутатов', 'обвинили', 'в', 'превышении', 'служебных', 'полномочий', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Как', 'уточнили', 'в', 'полпредстве', ',', 'Оноприенко', 'вскоре', 'покинет', 'пост', 'замминистра', '.']","['O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O']"
"['после', 'длившейся', '36', 'лет', 'гражданской', 'войны', ',', 'в', 'ходе', 'которой', ',', 'как', 'полагают', ',', 'были', 'убиты', 'более', '200', 'тыс', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['25', 'марта', '2010', 'г', '.']","['O', 'O', 'O', 'O', 'O']"
"['А', '.']","['B-PER', 'I-PER']"
"['Кудрин', 'возглавил', 'Министерство', 'финансов', 'России', 'в', 'марте', '2004', 'г', '.']","['I-PER', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Зелина', 'помощником', 'министра', 'обороны', 'РФ', '.']","['I-PER', 'O', 'O', 'O', 'O', 'O']"
"['г', '.']","['O', 'O']"
"['Ципи', 'Ливни', 'ушла', 'из', 'политики', 'Экс-министр', 'иностранных', 'дел', 'Израиля', 'Ципи', 'Ливни', '1', 'мая', 'объявила', 'о', 'своем', 'уходе', 'из', 'Кнессета', 'в', 'знак', 'протеста', 'против', 'действий', 'нынешнего', 'правительства', '.']","['B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Пост', 'руководителя', 'NASA', 'освободился', 'в', 'январе', '2009', 'года', ',', 'когда', 'в', 'отставку', 'подал', 'Майкл', 'Гриффин', '.']","['O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O']"
"['Назначение', 'нового', 'прокурора', 'вместо', 'Юрия', 'Семина', '—', 'вполне', 'логичный', 'ход', 'со', 'стороны', 'нового', 'мэра', 'Москвы', 'Сергея', 'Собянина', '.']","['O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'B-PER', 'I-PER', 'O']"
"['Как', 'отмечается', 'в', 'заявлении', 'News', 'Corp', ',', 'генеральный', 'директор', 'компании', 'Том', 'Мокридж', 'и', 'производственный', 'директор', 'Чейз', 'Кэри', 'продолжат', 'занимать', 'соответствующие', 'посты', '.']","['O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O']"
"['Своих', 'постов', 'лишились', 'сразу', 'несколько', 'руководителей', '""', 'Коммерсанта', '""', ',', 'сообщает', 'радиостанция', '""', 'Эхо', 'Москвы', '""', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Ситников', 'является', 'председателем', 'Федеральной', 'конкурсной', 'комиссии', 'по', 'телерадиовещанию', ',', 'входит', 'в', 'состав', 'Госкомиссии', 'по', 'радиочастотам', '(', 'ГКРЧ', ')', ',', 'правительственной', 'комиссии', 'по', 'развитию', 'телерадиовещания', ',', 'правительственной', 'комиссии', 'по', 'транспорту', 'и', 'связи', '.']","['I-PER', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['На', 'этом', 'посту', 'он', 'сменит', 'отставного', 'генерала', 'морской', 'пехоты', 'США', 'Джеймса', 'Джонса', ',', 'об', 'уходе', 'которого', 'было', 'объявлено', 'накануне', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['После', 'выхода', 'сообщения', 'об', 'отставке', 'Ю', '.']","['O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER']"
"['Кроме', 'того', ',', 'генерал-майор', 'полиции', 'Александр', 'Щитов', 'назначен', 'начальником', 'УФСКН', 'по', 'Марий', 'Эл', ',', 'полковник', 'полиции', 'Сергей', 'Люльков', '—', 'начальником', 'УФСКН', 'по', 'Ульяновской', 'области', ',', 'подполковник', 'полиции', 'Ринат', 'Мавлютов', '—', 'начальником', 'УФСКН', 'по', 'Мурманской', 'области', '.']","['O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'B-ORG', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'B-ORG', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'B-ORG', 'O', 'B-LOC', 'I-LOC', 'O']"
"['Мурадвердиева', 'провели', 'в', 'одну', 'из', 'комнат', 'досмотра', ',', 'где', 'на', 'входе', 'забрали', 'сумку', '.']","['B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Строительство', 'подводной', 'части', '""', 'Южного', 'потока', '""', '(', 'около', '900', 'километров', 'по', 'дну', 'Черного', 'моря', ')', 'планируется', 'начать', 'уже', 'во', 'втором', 'квартале', '2014', 'года', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['В', 'случае', 'участия', 'в', 'выборах', ',', 'отмечает', 'Politico', ',', 'у', 'Джулиани', 'есть', 'все', 'шансы', 'на', 'победу', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Предыдущий', 'шаг', 'в', 'этом', 'направлении', 'был', 'сделан', 'на', 'декабрьском', 'заседании', 'в', 'Москве', ',', 'участники', 'которого', 'подписали', 'межправительственное', 'соглашение', 'и', 'приняли', 'устав', 'организации', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Об', 'этом', ',', 'как', 'передает', 'РИА', 'Новости', ',', 'заявил', 'премьер-министр', 'России', 'Владимир', 'Путин', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O']"
"['Международный', 'портфель', 'активов', 'компании', 'включает', 'в', 'себя', 'рудные', 'и', 'россыпные', 'месторождения', 'в', 'Красноярском', 'крае', ',', 'Иркутской', ',', 'Магаданской', 'и', 'Амурской', 'областях', ',', 'Республике', 'Саха', '(', 'Якутия', ')', ',', 'Казахстане', ',', 'Румынии', 'и', 'Киргизии', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'B-LOC', 'O', 'B-LOC', 'O', 'B-LOC', 'I-LOC', 'O', 'B-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Его', 'место', 'займет', 'глава', 'Центрального', 'командования', 'вооруженных', 'сил', 'США', 'генерал', 'Дэвид', 'Петреус', '.']","['O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'B-PER', 'I-PER', 'O']"
"['Новым', 'депутатом', 'Мособлдумы', 'станет', 'коммунист', 'Галдин', 'Александр', 'Галдин', 'станет', 'депутатом', 'Московской', 'областной', 'Думы', ',', 'это', 'решение', 'было', 'принято', '20', 'июня', 'на', 'заседании', 'Бюро', 'Московского', 'областного', 'отделения', 'КПРФ', '.']","['O', 'O', 'B-ORG', 'O', 'O', 'B-PER', 'B-PER', 'I-PER', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'B-ORG', 'I-ORG', 'I-ORG', 'B-ORG', 'O']"
"['Такие', 'действия', 'только', 'осложнят', 'процесс', ',', 'могут', 'затянуть', 'проведение', 'второго', 'тура', 'и', 'вообще', 'быть', 'использованы', 'для', 'того', ',', 'чтобы', 'сорвать', 'избирательный', 'процесс', ',', '-', 'сказал', 'А', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER']"
"['Ей', 'даже', 'пришлось', 'подписать', 'согласие', 'на', 'это', ',', 'иначе', 'бы', 'свидание', 'не', 'состоялось', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Пассуш-Коэлью', 'отметил', ',', 'что', 'собирается', 'представить', 'состав', 'обновленного', 'кабинета', 'министров', '""', 'так', 'скоро', ',', 'как', 'это', 'потребуется', 'стране', '""', ',', 'пишет', 'Reuters', '.']","['B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Ассанж', 'под', 'предлогом', 'политических', 'преследований', 'стремится', 'избежать', 'справедливого', 'наказания', 'за', 'свои', 'деяния', 'в', 'Швеции', '.']","['I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Морелла', 'не', 'сообщается', '.']","['I-PER', 'O', 'O', 'O']"
"['""', ',', '-', 'заявил', 'Рубикс', '.']","['O', 'O', 'O', 'O', 'B-PER', 'O']"
"['Перестановки', 'в', 'администрации', 'президента', ',', 'по', 'данным', '""', 'Ведомостей', '""', ',', 'связано', 'с', 'осложнением', 'ситуации', 'вокруг', 'РПЦ', 'и', 'ислама', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O']"
"['В', 'Грузию', 'прибыла', 'новый', 'посол', 'Великобритании', 'Александра', 'Холл', 'Холл', 'Новый', 'посол', 'Великобритании', 'Александра', 'Холл', 'Холл', 'прибыла', 'в', 'Грузию', '22', 'июля', 'и', 'уже', 'вручила', 'копии', 'верительных', 'грамот', 'заместителю', 'министра', 'иностранных', 'дел', 'Грузии', ',', 'а', 'в', 'полной', 'мере', 'приступит', 'к', 'исполнению', 'обязанностей', 'после', 'того', ',', 'как', 'передаст', 'верительные', 'грамоты', 'президенту', 'страны', ',', 'заявляют', 'в', 'посольстве', 'Великобритании', 'в', 'Тбилиси', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'I-PER', 'O', 'O', 'O', 'B-PER', 'I-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O']"
"['Один', 'из', 'предыдущих', 'начальников', 'главного', 'военно-медицинского', 'управления', 'также', 'был', 'уволен', 'из-за', 'скандала', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['По', 'его', 'словам', ',', 'соответствующий', 'закон', 'уже', 'одобрен', 'правительством', ',', 'теперь', 'его', 'осталось', 'лишь', 'подписать', 'президенту', 'Башару', 'Асаду', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O']"
"['Министр', 'иностранных', 'дел', 'Нигера', 'Мохаммед', 'Базум', 'категорически', 'отверг', 'возможность', 'признания', 'независимого', 'государства', 'туарегов', '.']","['O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Эрдоган', 'обвинил', 'протестующих', 'в', 'том', ',', 'что', 'они', 'марионетки', 'в', 'руках', 'тех', ',', 'кто', '""', 'встревожен', '""', 'достигнутым', 'в', 'стране', 'миром', 'и', 'подтвердил', 'свою', 'приверженность', 'мирному', 'процессу', ',', 'сообщает', 'Hurriyet', 'Daily', 'News', '.']","['B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Кто', 'имеет', 'противоположную', 'точку', '-', 'выбор', 'стран', 'большой', '""', ',', '-', 'подчеркнул', 'глава', 'региона', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['В', 'декабре', '2011', 'г', '.']","['O', 'O', 'O', 'O', 'O']"
"['Как', 'отмечает', 'издание', ',', 'о', 'том', ',', 'что', 'вести', 'кампанию', '""', 'Единой', 'России', '""', 'будет', 'именно', 'администрация', 'президента', ',', 'свидетельствует', 'включение', 'в', 'генсовет', 'партии', 'главы', 'управления', 'внутренней', 'политики', 'Константина', 'Костина', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O']"
"['Президент', 'Сирии', 'Башар', 'Асад', 'уволил', 'министра', 'обороны', '.']","['O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O']"
"['В', 'разное', 'время', 'работал', 'следователем', 'прокуратуры', 'Мартыновского', 'района', 'Ростовской', 'области', ',', 'следователем', 'по', 'особо', 'важным', 'делам', 'и', 'прокурором', 'отдела', 'прокуратуры', 'Ставропольского', 'края', ',', 'заместителем', 'и', 'первым', 'заместителем', 'Мытищинского', 'городского', 'прокурора', 'Московской', 'области', ',', 'Луховицким', 'городским', 'прокурором', 'Московской', 'области', ',', 'начальником', 'отдела', 'и', 'заместителем', 'прокурора', 'Московской', 'области', 'и', 'прокурором', 'Чеченской', 'Республики', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'B-LOC', 'I-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'B-LOC', 'I-LOC', 'O']"
"['Положение', 'осложнилось', ',', 'превратившись', 'в', 'войну', 'между', 'Грузией', 'и', 'Россией', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Президент', 'США', 'Барак', 'Обама', 'предложил', 'кандидатуру', 'Майкла', 'Макфола', 'на', 'пост', 'нового', 'главы', 'дипломатической', 'миссии', 'США', 'в', 'Российской', 'Федерации', '.']","['O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['В', 'контексте', 'председательства', 'Украины', 'в', 'ОБСЕ', 'собеседники', 'затронули', 'вопросы', 'повестки', 'организации', ',', 'сроки', 'предстоящего', 'визита', 'действующего', 'председателя', 'организации', 'в', 'регион', ',', 'процесс', 'урегулирования', 'нагорно-карабахского', 'конфликта', '.']","['O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Деньги', 'присваивались', 'путем', 'завышения', 'комиссионных', 'выплат', 'иностранным', 'брокерским', 'компаниям', 'при', 'заключении', 'сделок', 'купли-продажи', 'судов', ',', 'принадлежащих', 'ОАО', '""', 'Совкомфлот', '""', 'и', 'ОАО', '""', 'Новошип', '""', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O']"
"['Решение', 'МИД', 'пресс-спикер', 'объяснила', 'тем', ',', 'что', 'генерального', 'консула', 'назначает', 'и', 'отстраняет', 'от', 'должности', 'президент', '.']","['O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Медведев', 'освободил', 'от', 'должности', 'еще', '10', 'генералов', 'МВД', 'Президент', 'России', 'Дмитрий', 'Медведев', 'подписал', 'указы', 'об', 'освобождении', '10', 'генералов', 'МВД', 'от', 'занимаемой', 'должности', ',', 'сообщает', 'пресс-служба', 'Кремля', '.']","['I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Группа', '""', 'Нутритек', '""', 'является', 'крупнейшим', 'производителем', 'детского', 'и', 'специального', 'питания', 'и', 'одним', 'из', 'ведущих', 'производителей', 'молочной', 'продукции', 'в', 'России', '.']","['O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Дело', 'Л', '.']","['O', 'B-PER', 'I-PER']"
