tokens,BIO
"['""', 'Мы', 'неоднократно', 'призывали', 'все', 'противоборствующие', 'стороны', 'немедленно', 'прекратить', 'кровопролитие', 'и', 'сесть', 'за', 'стол', 'переговоров', '""', ',', '-', 'напомнил', 'он', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['В', 'планах', 'республиканцев', 'также', 'попытки', 'сократить', 'федеральные', 'расходы', 'и', 'сократить', 'госаппарат', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Президент', 'не', 'имеет', 'к', 'этому', 'отношения', ',', 'сообщил', 'пресс-секретарь', 'Владимира', 'Путина', 'Дмитрий', 'Песков', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'B-PER', 'I-PER', 'O']"
"['Например', ',', 'чтобы', 'избавиться', 'от', 'лихорадки', ',', 'надо', 'разжевать', 'девять', 'вербных', 'серёжек', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['com', 'пресс-службу', 'Кремля', '.']","['I-ORG', 'B-ORG', 'I-ORG', 'O']"
"['Другими', 'словами', ',', 'если', 'инноград', 'докажет', 'свою', 'эффективность', ',', 'то', 'в', 'России', 'появится', 'не', 'одна', ',', 'а', 'несколько', 'Кремниевых', 'долин', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['«', 'Вопрос', 'такого', 'глубокого', 'ограничения', 'может', 'зацепить', 'и', 'вопросы', 'транзита', '»', ',', '-', 'намекнул', 'Товпинец', ',', 'которого', 'цитирует', 'РБК', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'B-ORG', 'O']"
"['Жаль', ',', 'что', 'были', 'заморожены', 'важные', 'проекты', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Планировалось', ',', 'что', 'шаттлы', 'должны', 'были', 'совершать', 'до', '20', 'полётов', 'ежегодно', ',', 'каждый', 'шаттл', 'должен', 'был', 'совершить', 'около', '100', 'полётов', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Стартовал', 'международный', 'конкурс', 'The', 'Best', 'of', 'Blogs', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Подготовленный', 'Роскомнадзором', 'и', 'правообладателями', 'меморандум', 'предусматривает', ',', 'что', 'подписавшие', 'его', 'компании', 'будут', 'совместными', 'усилиями', 'пресекать', 'распространение', 'пиратских', 'фильмов', '.']","['O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Самым', 'эффективным', 'способом', 'воздействия', 'на', 'КНДР', 'является', 'идеологическое', 'воздействие', 'со', 'стороны', 'Китая', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['По', 'данным', 'экономистов', ',', 'эти', 'группы', 'населения', 'на', 'еду', 'тратят', 'более', '40', '%', 'семейного', 'бюджета', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Годам', 'к', '22', 'это', 'может', 'привести', 'к', 'неприятным', 'последствиям', ',', 'если', 'вы', 'ненароком', 'смотрели', 'много', 'экстремальной', 'порнографии', 'или', 'порнографии', ',', 'не', 'вполне', 'соответствующей', 'вашей', 'текущей', 'сексуальной', 'ориентации', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Однако', 'представители', 'торговой', 'сети', 'заверяют', ',', 'что', 'к', 'акции', 'не', 'имеют', 'никакого', 'отношения', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Предполагается', ',', 'что', 'компании', 'было', 'известно', 'о', 'превышении', 'допустимого', 'уровня', 'диоксина', 'еще', 'в', 'марте', '2010', 'года', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Хозяева', 'книги', 'приобрели', 'её', 'много', 'лет', 'назад', 'на', 'книжном', 'развале', 'всего', 'за', 'несколько', 'шиллингов', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Что', 'касается', 'средств', 'недропользователей', ',', 'то', 'ситуация', 'другая', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Предполагается', ',', 'что', 'объединенную', 'структуру', 'возглавит', 'руководитель', 'ФНС', 'Михаил', 'Мишустин', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'B-PER', 'I-PER', 'O']"
"['После', 'разразившегося', 'скандала', 'Шкрели', 'заявил', 'в', 'интервью', 'ABC', 'News', ',', 'что', 'цена', 'будет', 'снижена', ',', 'но', 'так', 'и', 'не', 'объявил', 'на', 'сколько', '.']","['O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Facebook', 'предлагает', 'множество', 'функций', ',', 'с', 'помощью', 'которых', 'пользователи', 'могут', 'взаимодействовать', '.']","['B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Продав', 'их', 'после', 'повышения', 'цен', ',', 'Вертинский', 'оплатил', 'счета', 'за', 'услуги', 'роддома', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Только', 'такие', 'и', 'могут', 'строить', 'заговоры', 'и', 'вынашивать', 'планы', 'государственного', 'переворота', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Владимир', 'Путин', 'потребовал', 'разработать', '""', 'эффективную', 'модель', '""', 'функционирования', 'пригородного', 'железнодорожного', 'транспорта', '.']","['B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Вернувшись', 'со', 'службы', ',', 'где', 'ведает', 'смертями', 'и', 'браками', ',', 'Воробьянинов', 'застаёт', 'двух', 'посторонних', 'людей', ':', 'священника', 'церкви', 'Фрола', 'и', 'Лавра', 'отца', 'Фёдора', 'и', 'соседку', ',', 'агрономшу', 'Кузнецову', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'B-PER', 'O']"
"['""', 'Я', 'объяснил', ',', 'что', ',', 'помимо', 'того', ',', 'что', 'для', 'нас', 'Россия', 'является', 'союзнической', 'и', 'дружественной', 'страной', ',', 'с', 'которой', 'нас', 'связывают', 'нерушимые', 'узы', 'благодаря', 'общей', 'религии', ',', 'у', 'нас', 'есть', 'и', 'экономические', 'связи', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Система', 'распознавания', 'речи', 'на', 'русском', 'и', 'английском', 'языках', 'дает', 'возможность', 'пользователю', 'общаться', 'с', 'техникой', 'на', 'простом', 'и', 'доступном', 'языке', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['При', 'этом', 'Навальный', 'подчеркнул', ',', 'что', '«', 'как', 'гражданин', 'и', 'патриот', '»', 'не', 'может', 'выступать', 'в', 'поддержку', 'действий', ',', 'которые', 'ухудшат', 'положение', 'россиян', '.']","['O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Как', 'считает', 'глава', 'СПЧ', ',', 'в', 'случае', 'конфликта', 'вокруг', 'СМИ', 'можно', 'обращаться', 'не', 'только', 'в', 'суд', 'или', 'к', 'регулирующим', 'органам', ',', 'но', 'и', 'в', 'Общественную', 'коллегию', 'по', 'жалобам', 'на', 'прессу', '.']","['O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O']"
"['Н', '.']","['I-PER', 'I-PER']"
"['СИБУР', 'владеет', 'и', 'управляет', 'крупнейшим', 'газоперерабатывающим', 'бизнесом', 'в', 'России', 'по', 'объемам', 'переработки', 'попутного', 'нефтяного', 'газа', 'и', 'является', 'лидером', 'нефтехимической', 'отрасли', 'страны', '.']","['B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Город', 'Пикалево', 'Ленинградской', 'области', 'оказался', 'в', 'центре', 'внимания', 'в', '2009', 'году', ',', 'когда', 'из-за', 'несогласованности', 'действий', 'руководства', 'нескольких', 'предприятий', ',', 'включая', '«', 'Базэлцемент-Пикалево', '»', ',', 'производство', 'на', 'них', 'остановилось', 'на', 'несколько', 'месяцев', '.']","['B-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Попытка', 'покушения', 'совершена', 'вчера', 'вечером', 'на', 'квартире', 'Исы', 'Ямадаева', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O']"
"['О', 'том', ',', 'что', 'важные', 'меры', 'по', 'укреплению', 'альянса', 'будут', 'приняты', 'на', 'саммите', 'НАТО', 'в', 'Уэльсе', ',', 'сообщалось', 'несколько', 'недель', 'назад', 'после', 'опубликования', 'доклад', 'британского', 'парламента', 'о', 'просчетах', 'альянса', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'B-ORG', 'O']"
"['Кроме', 'того', ',', 'глава', 'Минсвязи', 'отметил', ',', 'что', 'расценки', 'на', 'услуги', 'роуминга', ',', 'предоставляемые', 'российскими', 'операторами', ',', 'должны', 'снизиться', 'после', 'того', ',', 'как', 'Федеральная', 'антимонопольная', 'служба', 'наложила', 'на', 'них', 'штрафы', 'за', 'монопольно', 'высокие', 'цены', '.']","['O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['В', 'рамках', 'первичного', 'публичного', 'размещения', 'акций', '(', 'IPO', ')', 'было', 'размещено', '52,174', 'млн', 'акций', 'Yandex', 'по', 'цене', '25', 'долларов', 'за', 'бумагу', ',', 'объём', 'размещения', 'составил', '1,3', 'млрд', 'долларов', '(', 'без', 'учёта', 'опциона', 'переподписки', ')', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['экземпляров', 'газеты', 'были', 'разбросаны', 'в', 'центре', 'Парижа', ',', 'напротив', 'дорогого', 'продуктового', 'магазина', '""', 'Эдиар', '""', ',', 'который', 'принадлежит', 'семье', 'Пугачевых', '.']","['O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Накануне', 'глава', 'российского', 'правительства', 'на', 'совещании', ',', 'посвященном', 'перспективам', 'космической', 'отрасли', ',', 'заявил', ',', 'что', 'может', 'в', 'течение', 'дня', 'принять', 'кадровое', 'решение', 'в', 'связи', 'с', 'последними', 'неудачными', 'запусками', '.']","['O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['—', 'спрашивает', 'Мураками', '.']","['O', 'O', 'B-PER', 'O']"
"['От', 'постоянных', 'доз', 'дофамина', 'в', 'нейронах', 'накапливается', 'протеин', 'FosB', ',', 'что', 'приводит', 'к', 'структурным', 'изменениями', 'мозга', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Лидер', 'оппозиции', 'Нино', 'Бурджанадзе', 'заявила', ',', 'что', 'это', 'начало', '«', 'решающего', 'боя', '»', ',', 'и', 'протестующие', 'не', 'должны', 'отступать', '.']","['O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Еще', 'не', 'родившись', ',', 'Империя', 'пытается', 'демаркировать', 'границу', ',', 'за', 'которую', 'не', 'рискнет', 'ступить', 'демократия', 'западного', 'типа', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['""', 'Именно', 'благодаря', 'его', 'деятельности', 'многие', 'талантливые', 'молодые', 'ученые', 'продолжают', 'свои', 'исследования', 'в', 'России', ',', 'а', 'не', 'покинули', 'ее', 'в', 'поисках', 'лучших', 'условий', 'для', 'научной', 'работы', '""', ',', '-', 'сказано', 'в', 'обращении', 'Общества', 'к', 'главе', 'Минюста', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'B-ORG', 'O']"
"['Не', 'может', 'быть', 'здорового', 'и', 'энергетически', 'заряженного', 'кино', 'в', 'мире', ',', 'где', 'узакониваются', 'однополые', 'браки', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Для', 'конкурсного', 'отбора', 'и', 'помощи', 'в', 'реализации', 'проектов', 'студентов', 'и', 'собрали', 'на', 'Летнюю', 'школу', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O']"
"['Продолжает', 'отбывать', '10-и', 'летний', 'срок', 'заключения', 'известный', 'журналист', 'Ши', 'Тао', '(', 'Shi', 'Tao', ')', ',', 'которые', 'опубликовал', 'в', 'Интернете', 'инструкции', 'отдела', 'пропаганды', 'по', 'поводу', 'очередной', 'годовщины', 'событий', 'на', 'площади', 'Тяньаньмынь', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['С', 'победой', 'на', 'выборах', 'Порошенко', 'поздравили', 'многие', 'западные', 'руководители', ',', 'в', 'том', 'числе', 'генсек', 'ООН', 'Пан', 'Ги', 'Мун', 'и', 'президент', 'США', 'Барак', 'Обама', '.']","['O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'B-PER', 'I-PER', 'I-PER', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O']"
"['В', 'августе', '2004', 'года', '""', 'продуктопровод', '""', ',', 'проложенный', 'нелегально', 'через', 'пограничную', 'реку', 'Нарву', 'и', 'имеющий', 'общую', 'протяжённость', 'около', 'двух', 'километров', ',', 'был', 'испытан', 'и', 'начал', 'функционировать', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Подводя', 'итоги', 'переговоров', ',', 'глава', 'Минобороны', 'сообщил', ',', 'что', 'он', 'и', 'Вормут', 'высказались', 'за', 'продолжение', 'тесных', 'греко-американских', 'связей', 'и', 'за', 'укрепление', 'Греции', 'как', 'фактора', 'стабильности', 'в', 'регионе', '.']","['O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['В', 'настоящее', 'время', 'билеты', 'стоимостью', 'от', '100', 'рублей', 'могут', 'приобрести', 'студенты', 'и', 'льготники', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['23', 'арбитра', 'представляют', '23', 'страны', '.']","['O', 'O', 'O', 'O', 'O', 'O']"
"['Пресс-секретарь', '""', 'Спутника', '""', ',', 'работающего', 'с', '22', 'мая', ',', 'Дмитрий', 'Чистов', 'сообщил', ',', 'что', 'лента', 'новостей', 'у', 'поисковика', '(', 'news', '.']","['O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Ограничения', 'для', 'курильщиков', 'и', 'табачных', 'компаний', 'будут', 'вводиться', 'постепенно', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Первые', '15', 'минут', 'активные', 'болельщики', 'будут', 'скандировать', '«', 'Наше', 'имя', 'выше', 'денег', '»', ',', 'а', 'затем', 'уйдут', 'со', 'стадиона', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['В', 'конце', 'концов', ',', 'лунная', 'станция', 'станет', 'постоянно', 'обитаемой', ',', 'на', 'которой', 'астронавты', 'будут', 'жить', 'по', 'шесть', 'месяцев', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Vestas', '—', 'основной', 'работодатель', 'на', 'Острове', 'Уайт', 'с', 'населением', 'около', '140', '000', 'человек', '.']","['B-ORG', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['18', 'октября', '2012', 'года', '«', 'Роснефть', '»', 'сделала', 'официальное', 'предложение', 'о', 'покупке', 'у', 'BP', '50', '%', '-', 'ной', 'доли', 'в', 'ТНК-BP', 'за', '28', 'млрд', 'долларов', 'США', '.']","['O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Она', 'безвозмездно', 'оказывает', 'помощь', '.']","['O', 'O', 'O', 'O', 'O']"
"['""', 'Азербайджано-российские', 'отношения', 'находятся', 'на', 'столь', 'высоком', 'уровне', ',', 'что', 'в', 'ходе', 'предстоящей', 'встречи', 'министры', 'внешнеполитических', 'ведомств', 'не', 'могут', 'замыкаться', 'только', 'на', 'одном', 'направлении', '""', ',', '—', 'приводит', 'его', '«', 'Росбалт', '»', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O']"
"['Его', 'самой', 'удачной', 'коммерческой', 'операцией', 'была', 'закупка', 'пяти', 'бутылей', 'водки', 'накануне', 'рождения', 'ребенка', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Если', 'у', 'пятидесятилетнего', 'человека', 'все', 'в', 'порядке', 'уже', 'через', 'пару', 'месяцев', ',', 'то', 'у', 'юноши', 'на', 'восстановление', 'душевного', 'и', 'физического', 'здоровья', 'может', 'уйти', '4-5', 'месяцев', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Завод', 'Дерипаски', 'в', 'Пикалёво', 'оказался', 'на', 'грани', 'остановки', 'В', 'компании', 'заявляют', ',', 'что', 'завод', 'должен', '228', 'млн', 'рублей', ',', 'из', 'которых', 'просроченная', 'задолженность', 'составляет', '170', 'миллионов', '.']","['B-ORG', 'I-ORG', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Напомним', ',', 'впервые', 'желание', 'покинуть', 'конкурс', 'у', 'композитора', 'возникло', 'после', 'скандала', ',', 'когда', 'ведущие', 'конкурса', 'позволили', 'себе', 'шутки', ',', 'показавшиеся', 'некоторым', 'латышам', 'оскорбительными', 'для', 'их', 'национальных', 'чувств', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Регистрания', 'Интернет', 'адресов', 'для', 'всех', 'желающих', 'началась', '7', 'апреля', 'в', '11', 'часов', '.']","['O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Встреча', 'в', 'минском', 'Дворце', 'независимости', 'продлилась', 'почти', '14', 'часов', '.']","['O', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O']"
"['От', 'России', 'в', 'мужском', 'турнире', 'играли', 'девять', 'шахматистов', ':', 'Константин', 'Сакаев', '(', '2637', ')', ',', 'Александр', 'Галкин', '(', '2618', ')', ',', 'Владимир', 'Белов', '(', '2599', ')', ',', 'Эрнесто', 'Инаркиев', '(', '2602', ')', ',', 'Максим', 'Туров', '(', '2539', ')', ',', 'Игорь', 'Курносов', '(', '2526', ')', ',', 'Сергей', 'Искусных', '(', '2510', ')', ',', 'Алексей', 'Илюшин', '(', '2483', ')', ',', 'Евгений', 'Романов', '(', '2480', ')', 'и', 'две', 'шахматистки', ':', 'Надежда', 'Косинцева', '(', '2469', ')', 'и', 'Татьяна', 'Косинцева', '(', '2489', ')', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O']"
"['Никто', 'из', 'членов', 'Совета', 'Безопасности', ',', 'с', 'которыми', 'я', 'обсуждал', 'эту', 'проблему', ',', 'никто', 'не', 'возражал', ',', 'все', 'поддержали', 'мою', 'позицию', '»', '.']","['O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Работы', 'Машкова', 'пользуются', 'сейчас', 'большой', 'популярностью', 'среди', 'коллекционеров', '-', 'на', 'прошлых', '""', 'русских', 'торгах', '""', 'его', '""', 'Натюрморт', 'с', 'фруктами', '""', 'был', 'продан', 'за', 'рекордную', 'сумму', 'в', '4,8', 'млн', 'фунтов', '.']","['O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Ему', 'выписывали', 'психостимуляторы', ',', 'транквилизаторы', 'и', 'антидепрессанты', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Концессионеры', 'уже', 'в', 'Москве', ',', 'Воробьянинов', 'в', 'этот', 'день', 'ведёт', 'вегетарианку', 'Лизу', 'в', 'ресторан', '(', 'пародия', 'на', 'влюблённость', 'Фауста', 'в', 'Гретхен', ')', ',', 'и', 'это', 'заканчивается', 'потерей', 'денег', ',', 'а', 'в', 'результате', 'сокровища', 'уплывают', 'из', 'рук', '.']","['O', 'O', 'O', 'B-LOC', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Международная', 'организация', 'потратит', '29', 'миллионов', 'долларов', 'в', 'течение', '10', 'лет', 'на', 'борьбу', 'с', 'незаконными', 'тотализаторами', 'и', 'подкупом', 'судей', ',', 'официальных', 'лиц', 'и', 'игроков', '.']","['O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
